,equity
2514,0.34141970062390264
2515,0.3471808985496895
2516,0.3406159086180976
2517,0.34462873654654674
2518,0.3426743375944676
2519,0.3508190613392298
2520,0.352351999673032
2521,0.3516907475312245
2522,0.35559983831188025
2523,0.35747532309936053
2524,0.3553637005784674
2525,0.3578965374621012
2526,0.3560734338449827
2527,0.349761713746406
2528,0.3569401164548798
2529,0.3556944926417069
2530,0.3535348463311808
2531,0.35473437724876644
2532,0.34924474717688336
2533,0.3445492948596819
2534,0.3428320593057127
2535,0.34105490845413006
2536,0.3453754743407733
2537,0.34927435602317247
2538,0.3476226192970799
2539,0.34933992621162935
2540,0.3514476963108331
2541,0.34765831534025493
2542,0.34845346859855547
2543,0.3451841450511591
2544,0.3488761596610143
2545,0.3504674779684729
2546,0.3505253242952164
2547,0.34586065379412434
2548,0.34626205034698226
2549,0.34361628499737423
2550,0.34605067041127313
2551,0.34563798651945377
2552,0.34284158869943976
2553,0.34602937798813704
2554,0.3485351303649184
2555,0.34647340374701224
2556,0.3505230043058633
2557,0.34947862129229557
2558,0.348399870838999
2559,0.3488314606324835
2560,0.3422712145705777
2561,0.34076294133469515
2562,0.34072886504056166
2563,0.34072886504056166
2564,0.34072886504056166
2565,0.34072886504056166
2566,0.34072886504056166
2567,0.34072886504056166
2568,0.34072886504056166
2569,0.34072886504056166
2570,0.34169133788440575
2571,0.3500442695037687
2572,0.35089712660910366
2573,0.3467198833913891
2574,0.3512758847650016
2575,0.3498313832579853
2576,0.3487685051065443
2577,0.33848902322479774
2578,0.34189426518212296
2579,0.3447039782297757
2580,0.34746926301121744
2581,0.35088560837816474
2582,0.35686953625439777
2583,0.35670540742308826
2584,0.36006566471900275
2585,0.35739728947767296
2586,0.3561350478666758
2587,0.35991849692980654
2588,0.36132898050637335
2589,0.3565429447617143
2590,0.3578335694707819
2591,0.35717964916282585
2592,0.35426747652895585
2593,0.355809359979681
2594,0.3543729978881503
2595,0.34885108056362407
2596,0.34499625955253643
2597,0.3511541412263646
2598,0.3458744979949512
2599,0.3466459730535505
2600,0.34876717098190024
2601,0.3510035924019677
2602,0.34672839204396094
2603,0.3456153183569019
2604,0.34610244918773153
2605,0.3488831037265354
2606,0.3466401851090239
2607,0.342630486077207
2608,0.34608288793943276
2609,0.34992884833515814
2610,0.35122623812964643
2611,0.34909451331825486
2612,0.35051738783173136
2613,0.35090075034339535
2614,0.35385234007677024
2615,0.34945981552657285
2616,0.34986633647282533
2617,0.3493102679820596
2618,0.34545545648899934
2619,0.3462012289670374
2620,0.3463221360518193
2621,0.3449038850984711
2622,0.34627251193202363
2623,0.3413942957079275
2624,0.3413601562783567
2625,0.3413601562783567
2626,0.3413601562783567
2627,0.3413601562783567
2628,0.3413601562783567
2629,0.3413601562783567
2630,0.3413601562783567
2631,0.3413601562783567
2632,0.3413601562783567
2633,0.3413601562783567
2634,0.3413601562783567
2635,0.3413601562783567
2636,0.3413601562783567
2637,0.3413601562783567
2638,0.3413601562783567
2639,0.3413601562783567
2640,0.3413601562783567
2641,0.3413601562783567
2642,0.3413601562783567
2643,0.34229722568704546
2644,0.34649085331196805
2645,0.3429496290888605
2646,0.338208298191728
2647,0.3430676104001156
2648,0.34816487273072755
2649,0.3499475891370251
2650,0.350739598313067
2651,0.35132292997975484
2652,0.3489135607694656
2653,0.3543235907084276
2654,0.3566658688068871
2655,0.35847483282135956
2656,0.35982568610284155
2657,0.3636161714060827
2658,0.36545709681585803
2659,0.3681912439488195
2660,0.36391239990590785
2661,0.3657732145815365
2662,0.3738615434413723
2663,0.3719280025901092
2664,0.3714491604627572
2665,0.37477709748055404
2666,0.37838207826541065
2667,0.3807521905839914
2668,0.3746426890224808
2669,0.37652710821302443
2670,0.3720965263557929
2671,0.3690404582123866
2672,0.37106855085927787
2673,0.3699724626169492
2674,0.372980002885428
2675,0.3849087114968872
2676,0.3879117998006769
2677,0.39072598950554904
2678,0.38724177726896986
2679,0.3847599382085621
2680,0.38068908184544026
2681,0.3786669373540885
2682,0.3745553184616391
2683,0.3720925466786148
2684,0.37131671822945156
2685,0.3676199454921765
2686,0.3624399033481128
2687,0.3575388549624897
2688,0.35916548833333306
2689,0.35938014137194874
2690,0.36308614536265293
2691,0.3668982322735112
2692,0.3656505603250205
2693,0.36810880486697833
2694,0.362844132283328
2695,0.3712232337121628
2696,0.3756874819539358
2697,0.3748804963614574
2698,0.3705451517831071
2699,0.3719560827736731
2700,0.3650648667657158
2701,0.36223096404429966
2702,0.36495337517917126
2703,0.365228832753479
2704,0.363440082656932
2705,0.3669119293275998
2706,0.3631207794069452
2707,0.3641560595272744
2708,0.3623474853550042
2709,0.3592900320856316
2710,0.3609588304444064
2711,0.35739267754678306
2712,0.35735693827902837
2713,0.35735693827902837
2714,0.35735693827902837
2715,0.35735693827902837
2716,0.35735693827902837
2717,0.35735693827902837
2718,0.35735693827902837
2719,0.35735693827902837
2720,0.35735693827902837
2721,0.35735693827902837
2722,0.35735693827902837
2723,0.35735693827902837
2724,0.35735693827902837
2725,0.35735693827902837
2726,0.35735693827902837
2727,0.35735693827902837
2728,0.35735693827902837
2729,0.35735693827902837
2730,0.35735693827902837
2731,0.35735693827902837
2732,0.35735693827902837
2733,0.35735693827902837
2734,0.35735693827902837
2735,0.35735693827902837
2736,0.35735693827902837
2737,0.35735693827902837
2738,0.35735693827902837
2739,0.35735693827902837
2740,0.35735693827902837
2741,0.35735693827902837
2742,0.35735693827902837
2743,0.35735693827902837
2744,0.35735693827902837
2745,0.35735693827902837
2746,0.35735693827902837
2747,0.35735693827902837
2748,0.35735693827902837
2749,0.35735693827902837
2750,0.35735693827902837
2751,0.35735693827902837
2752,0.35735693827902837
2753,0.35735693827902837
2754,0.35735693827902837
2755,0.35735693827902837
2756,0.35735693827902837
2757,0.35735693827902837
2758,0.35735693827902837
2759,0.35735693827902837
2760,0.35735693827902837
2761,0.35735693827902837
2762,0.35735693827902837
2763,0.35735693827902837
2764,0.35735693827902837
2765,0.35735693827902837
2766,0.35735693827902837
2767,0.35735693827902837
2768,0.35735693827902837
2769,0.35735693827902837
2770,0.35735693827902837
2771,0.35735693827902837
2772,0.35735693827902837
2773,0.35735693827902837
2774,0.35735693827902837
2775,0.35735693827902837
2776,0.35735693827902837
2777,0.35735693827902837
2778,0.35735693827902837
2779,0.35735693827902837
2780,0.35735693827902837
2781,0.35735693827902837
2782,0.35735693827902837
2783,0.35735693827902837
2784,0.35735693827902837
2785,0.35735693827902837
2786,0.35735693827902837
2787,0.35735693827902837
2788,0.35735693827902837
2789,0.35735693827902837
2790,0.36367572531385883
2791,0.3591642229564967
2792,0.3599489201599399
2793,0.35895120453813656
2794,0.35328984106013367
2795,0.3507732208226646
2796,0.354749022879858
2797,0.35308928425994407
2798,0.3505470658271926
2799,0.3536039789331262
2800,0.35711803238952766
2801,0.3606594602099991
2802,0.357822572447531
2803,0.35162479476343594
2804,0.3552675879924573
2805,0.3529445396929478
2806,0.35030970040554543
2807,0.35322312566830044
2808,0.35878503765422276
2809,0.34009446866119053
2810,0.33137403214090466
2811,0.32660274307898934
2812,0.3233127286296791
2813,0.32328039735681613
2814,0.32328039735681613
2815,0.32328039735681613
2816,0.32328039735681613
2817,0.32328039735681613
2818,0.32328039735681613
2819,0.32328039735681613
2820,0.32328039735681613
2821,0.32328039735681613
2822,0.32328039735681613
2823,0.32328039735681613
2824,0.32328039735681613
2825,0.32328039735681613
2826,0.32328039735681613
2827,0.32328039735681613
2828,0.32328039735681613
2829,0.32328039735681613
2830,0.32328039735681613
2831,0.32328039735681613
2832,0.32328039735681613
2833,0.32328039735681613
2834,0.32328039735681613
2835,0.32328039735681613
2836,0.32328039735681613
2837,0.32328039735681613
2838,0.32328039735681613
2839,0.32328039735681613
2840,0.32328039735681613
2841,0.32328039735681613
2842,0.32328039735681613
2843,0.32328039735681613
2844,0.32328039735681613
2845,0.32328039735681613
2846,0.32328039735681613
2847,0.32328039735681613
2848,0.32328039735681613
2849,0.32328039735681613
2850,0.32328039735681613
2851,0.32328039735681613
2852,0.32328039735681613
2853,0.32328039735681613
2854,0.32328039735681613
2855,0.32328039735681613
2856,0.32328039735681613
2857,0.32328039735681613
2858,0.32328039735681613
2859,0.32328039735681613
2860,0.32805929458603417
2861,0.3314359367130456
2862,0.33114451112907334
2863,0.3329241617082742
2864,0.32938093501707255
2865,0.3272768696820132
2866,0.3199623057927879
2867,0.3238909434028585
2868,0.31780015763682123
2869,0.31997264330492114
2870,0.31732571343948857
2871,0.31423434175756526
2872,0.3136220850089866
2873,0.31445872640428874
2874,0.316389451661946
2875,0.32204465420082024
2876,0.32320162489293397
2877,0.3260622479529972
2878,0.32411662919844286
2879,0.3264381935533675
2880,0.326938904921056
2881,0.325428077215685
2882,0.3251158834185603
2883,0.3249141950098803
2884,0.32553576236898596
2885,0.3268450601483839
2886,0.325186002083836
2887,0.32278601075909696
2888,0.32520778422835
2889,0.31973700676533023
2890,0.31776646859917407
2891,0.32273866643065274
2892,0.31411869893505784
2893,0.31194921943588894
2894,0.31410194858613805
2895,0.30896079696758355
2896,0.3089299008878868
2897,0.3089299008878868
2898,0.3089299008878868
2899,0.3089299008878868
2900,0.3089299008878868
2901,0.3089299008878868
2902,0.3089299008878868
2903,0.3089299008878868
2904,0.3089299008878868
2905,0.3089299008878868
2906,0.3089299008878868
2907,0.3089299008878868
2908,0.3089299008878868
2909,0.3089299008878868
2910,0.3089299008878868
2911,0.3089299008878868
2912,0.3089299008878868
2913,0.3089299008878868
2914,0.3089299008878868
2915,0.3089299008878868
2916,0.3089299008878868
2917,0.3089299008878868
2918,0.3089299008878868
2919,0.3089299008878868
2920,0.3089299008878868
2921,0.3089299008878868
2922,0.3089299008878868
2923,0.3089299008878868
2924,0.3089299008878868
2925,0.3089299008878868
2926,0.3089299008878868
2927,0.3089299008878868
2928,0.3089299008878868
2929,0.3089299008878868
2930,0.3089299008878868
2931,0.3089299008878868
2932,0.3089299008878868
2933,0.3089299008878868
2934,0.3089299008878868
2935,0.30881332969942554
2936,0.3133659723788922
2937,0.3163379765507395
2938,0.3137020269950114
2939,0.31155231557759117
2940,0.31584136891547476
2941,0.31681591384934604
2942,0.3160825140878428
2943,0.31985464609719744
2944,0.3186173077796792
2945,0.3177271403961556
2946,0.3162652467555458
2947,0.3101216143486724
2948,0.3128134776317812
2949,0.30905407148721775
2950,0.30730149160405973
2951,0.3050240433631327
2952,0.30724961955491625
2953,0.3070389714577841
2954,0.30708630992434194
2955,0.3019719855384895
2956,0.30170806554657864
2957,0.29728656783437163
2958,0.29820122742335764
2959,0.29929680753547055
2960,0.2992447419542342
2961,0.30542162846443077
2962,0.30703768716207364
2963,0.3088725527868961
2964,0.3093124264167845
2965,0.3087167759997047
2966,0.31171317580229835
2967,0.31516551714461444
2968,0.3110912720745127
2969,0.3143890540258864
2970,0.3160086152042802
2971,0.3190591399347905
2972,0.32054999827584163
2973,0.3165862029922814
2974,0.3128946033481132
2975,0.3186560502164371
2976,0.31946143020409035
2977,0.3149657782201365
2978,0.31606418572817013
2979,0.3149217125411587
2980,0.30916958241568776
2981,0.3021694809148374
2982,0.2973653115259589
2983,0.2981746275992082
2984,0.29803132288950573
2985,0.29728967478347457
2986,0.29813719932731325
2987,0.2999347902660499
2988,0.29369447045908764
2989,0.2928113365409662
2990,0.2903971162197752
2991,0.2903680765081532
2992,0.2903680765081532
2993,0.2903680765081532
2994,0.2903680765081532
2995,0.2903680765081532
2996,0.2903680765081532
2997,0.2903680765081532
2998,0.2903680765081532
2999,0.2903680765081532
3000,0.2903680765081532
3001,0.2903680765081532
3002,0.2903680765081532
3003,0.2903680765081532
3004,0.2903680765081532
3005,0.2903680765081532
3006,0.2903680765081532
3007,0.2903680765081532
3008,0.2903680765081532
3009,0.2903680765081532
3010,0.2903680765081532
3011,0.2903680765081532
3012,0.2903680765081532
3013,0.2903680765081532
3014,0.2903680765081532
3015,0.2903680765081532
3016,0.2903680765081532
3017,0.2903680765081532
3018,0.2903680765081532
3019,0.2903680765081532
3020,0.2903680765081532
3021,0.2903680765081532
3022,0.2903680765081532
3023,0.2903680765081532
3024,0.2903680765081532
3025,0.2903680765081532
3026,0.2903680765081532
3027,0.2903680765081532
3028,0.2903680765081532
3029,0.2903680765081532
3030,0.2903680765081532
3031,0.2903680765081532
3032,0.2903680765081532
3033,0.2903680765081532
3034,0.2903680765081532
3035,0.2903680765081532
3036,0.2903680765081532
3037,0.2903680765081532
3038,0.2903680765081532
3039,0.2903680765081532
3040,0.2903680765081532
3041,0.2903680765081532
3042,0.2903680765081532
3043,0.2903680765081532
3044,0.2903680765081532
3045,0.2903680765081532
3046,0.2903680765081532
3047,0.2903680765081532
3048,0.2903680765081532
3049,0.2903680765081532
3050,0.2903680765081532
3051,0.2903680765081532
3052,0.2903680765081532
3053,0.2903680765081532
3054,0.2903680765081532
3055,0.2903680765081532
3056,0.2903680765081532
3057,0.2903680765081532
3058,0.2903680765081532
3059,0.2903680765081532
3060,0.2903680765081532
3061,0.2903680765081532
3062,0.2903680765081532
3063,0.2903680765081532
3064,0.2903680765081532
3065,0.2905602132241565
3066,0.291946490677644
3067,0.2938062653772393
3068,0.29729268979684426
3069,0.29859116587350776
3070,0.2990232727929493
3071,0.29955087841039324
3072,0.30362804441983543
3073,0.3061187493981265
3074,0.30306669023244504
3075,0.3011464204336277
3076,0.30214410768787914
3077,0.3002678375185447
3078,0.29913949345411417
3079,0.296293584431487
3080,0.292427945277931
3081,0.2936693785523412
3082,0.29660645356907045
3083,0.29663383442117197
3084,0.30285283599527874
3085,0.30262150427994783
3086,0.3124414511892542
3087,0.3155867537090186
3088,0.3171582436469147
3089,0.31557945991364217
3090,0.30679064105592624
3091,0.30631508075455616
3092,0.3068614770112762
3093,0.31281781577812906
3094,0.30853135259890474
3095,0.3144680027762849
3096,0.31367891120125246
3097,0.3159583672548767
3098,0.30803456218320824
3099,0.30846312165509504
3100,0.30740465521778604
3101,0.3095096493734785
3102,0.30979212926871297
3103,0.30627369356197937
3104,0.30918784412100686
3105,0.31134302834340244
3106,0.31320657952722747
3107,0.31638256337724474
3108,0.3198850777823379
3109,0.3198153131169881
3110,0.3155026584022897
3111,0.31116318501379675
3112,0.31539158619681906
3113,0.31764025599459184
3114,0.31796450766311907
3115,0.3165854796101318
3116,0.3166854005652446
3117,0.31676392994365876
3118,0.31569899397001416
3119,0.3134998744598406
3120,0.32035896353943616
3121,0.32109201319881386
3122,0.3191527031337328
3123,0.3150240751958032
3124,0.31274624047178
3125,0.31500527767497377
3126,0.317403308055855
3127,0.31671100279193803
3128,0.316874818600627
3129,0.31590965701230433
3130,0.3124292095841062
3131,0.3165226416356122
3132,0.3177043170660208
3133,0.32567002718539195
3134,0.32321669458112734
3135,0.3227724693229609
3136,0.2882121257402295
3137,0.2875065979746935
3138,0.28354443813971203
3139,0.28086669533655684
3140,0.28114981131228883
3141,0.2821168472021502
3142,0.281850075847349
3143,0.2846926379176176
3144,0.2875330442866949
3145,0.28846264044958925
3146,0.28854022398121165
3147,0.28781144979386514
3148,0.28940174064065016
3149,0.29207542916581125
3150,0.29225249458844343
3151,0.2935705891280324
3152,0.2926200432141719
3153,0.28851858140888226
3154,0.2856450474945667
3155,0.28784081666136924
3156,0.28913035377863316
3157,0.2937648960931413
3158,0.29392973981777365
3159,0.2964825892922393
3160,0.30043116672314035
3161,0.3034337096077616
3162,0.30159278017385494
3163,0.30103665632782156
3164,0.30142757344130877
3165,0.2984704937828349
3166,0.2998894674103173
3167,0.3029760773631537
3168,0.3015226991511786
3169,0.3075294462730986
3170,0.30663668288982654
3171,0.306014970406318
3172,0.305286669506775
3173,0.30313203651601794
3174,0.3044013485797383
3175,0.30446231373453714
3176,0.30956281677247904
3177,0.3114485428018504
3178,0.31312767910656836
3179,0.3124347506236484
3180,0.3080472937203289
3181,0.30777170427230327
3182,0.3051658406971972
3183,0.30808440927180286
3184,0.30799063375728364
3185,0.3131639330397165
3186,0.3154751466115235
3187,0.31812209760717686
3188,0.3188567158619655
3189,0.3195227763146419
3190,0.32161696485184316
3191,0.3245981564093921
3192,0.3222998337071976
3193,0.32389036523915454
3194,0.3324920506099923
3195,0.33219397209370766
3196,0.3313461560014589
3197,0.32905960945626284
3198,0.3243273274974297
3199,0.32820622321745985
3200,0.3284063765202893
3201,0.32939184830206847
3202,0.3355249811242399
3203,0.3440504506415126
3204,0.34100694589501024
3205,0.3446220920786173
3206,0.3467787212916535
3207,0.34816719485612463
3208,0.34984234027979355
3209,0.3497669998738441
3210,0.3553773026779749
3211,0.3575755016632784
3212,0.3588185507688258
3213,0.363329840484817
3214,0.3666111917619074
3215,0.36831177570523743
3216,0.3695275681273321
3217,0.37608300828369345
3218,0.3780146349161625
3219,0.37768581745666885
3220,0.37447280882938067
3221,0.37319726994567753
3222,0.3693106446794936
3223,0.3697188025057908
3224,0.37068071718258433
3225,0.36316669693882875
3226,0.3632433924781307
3227,0.36561914608297846
3228,0.366238618812129
3229,0.3627687605694338
3230,0.36741054025593395
3231,0.36487049635076885
3232,0.3604254011207989
3233,0.35656026408517905
3234,0.35651752002176673
3235,0.3600479554038816
3236,0.36427788918888393
3237,0.3650512146479355
3238,0.36072778859988835
3239,0.35837387719089014
3240,0.355178000116878
3241,0.3551424823168663
3242,0.3551424823168663
3243,0.3551424823168663
3244,0.3551424823168663
3245,0.3551424823168663
3246,0.3551424823168663
3247,0.3551424823168663
3248,0.3551424823168663
3249,0.3551424823168663
3250,0.3551424823168663
3251,0.3551424823168663
3252,0.3551424823168663
3253,0.3551424823168663
3254,0.3551424823168663
3255,0.3551424823168663
3256,0.3551424823168663
3257,0.3551424823168663
3258,0.3551424823168663
3259,0.3551424823168663
3260,0.3551424823168663
3261,0.3551424823168663
3262,0.3551424823168663
3263,0.3551424823168663
3264,0.3551424823168663
3265,0.3551424823168663
3266,0.3551424823168663
3267,0.3551424823168663
3268,0.3551424823168663
3269,0.3551424823168663
3270,0.3551424823168663
3271,0.3551424823168663
3272,0.3551424823168663
3273,0.3551424823168663
3274,0.3551424823168663
3275,0.3551424823168663
3276,0.3551424823168663
3277,0.3551424823168663
3278,0.3551424823168663
3279,0.3551424823168663
3280,0.3551424823168663
3281,0.3551424823168663
3282,0.3551424823168663
3283,0.3551424823168663
3284,0.3551424823168663
3285,0.3551424823168663
3286,0.3551424823168663
3287,0.3551424823168663
3288,0.3551424823168663
3289,0.3551424823168663
3290,0.3551424823168663
3291,0.3551424823168663
3292,0.3551424823168663
3293,0.3551424823168663
3294,0.3551424823168663
3295,0.3551424823168663
3296,0.3551424823168663
3297,0.3551424823168663
3298,0.3551424823168663
3299,0.3551424823168663
3300,0.3551424823168663
3301,0.3551424823168663
3302,0.3551424823168663
3303,0.3551424823168663
3304,0.3551424823168663
3305,0.3551424823168663
3306,0.3551424823168663
3307,0.3551424823168663
3308,0.3551424823168663
3309,0.3551424823168663
3310,0.3551424823168663
3311,0.3551424823168663
3312,0.3551424823168663
3313,0.3551424823168663
3314,0.3551424823168663
3315,0.3551424823168663
3316,0.3551424823168663
3317,0.3551424823168663
3318,0.3551424823168663
3319,0.3551424823168663
3320,0.3551424823168663
3321,0.3551424823168663
3322,0.3551424823168663
3323,0.3551424823168663
3324,0.3551424823168663
3325,0.3551424823168663
3326,0.3551424823168663
3327,0.3551424823168663
3328,0.3551424823168663
3329,0.3551424823168663
3330,0.3551424823168663
3331,0.3551424823168663
3332,0.3551424823168663
3333,0.3551424823168663
3334,0.3551424823168663
3335,0.3551424823168663
3336,0.3551424823168663
3337,0.3551424823168663
3338,0.3551424823168663
3339,0.3551424823168663
3340,0.3551424823168663
3341,0.3551424823168663
3342,0.3551424823168663
3343,0.3551424823168663
3344,0.3551424823168663
3345,0.3551424823168663
3346,0.3551424823168663
3347,0.3551424823168663
3348,0.3551424823168663
3349,0.3551424823168663
3350,0.3551424823168663
3351,0.3551424823168663
3352,0.3551424823168663
3353,0.3551424823168663
3354,0.3551424823168663
3355,0.3551424823168663
3356,0.3551424823168663
3357,0.3551424823168663
3358,0.3551424823168663
3359,0.3551424823168663
3360,0.3551424823168663
3361,0.35872354941395934
3362,0.3601892753916223
3363,0.36130971256934497
3364,0.35736254651314303
3365,0.3568828778423068
3366,0.35767003471934933
3367,0.35623859539749314
3368,0.3565864851006052
3369,0.3536556169674783
3370,0.3591236902366822
3371,0.36693607938329104
3372,0.36550947441495724
3373,0.36697575594047477
3374,0.3661174534336451
3375,0.37077032597407467
3376,0.3723866783583105
3377,0.37267476942076644
3378,0.37788455640841523
3379,0.37836147287402866
3380,0.3745953252684351
3381,0.37713440490041583
3382,0.3744512745638672
3383,0.3764595126407457
3384,0.3769478529125745
3385,0.3810978963630025
3386,0.38103314255605053
3387,0.38495139114141774
3388,0.38141710581396066
3389,0.38374872997717324
3390,0.3828897252742645
3391,0.3836340882775288
3392,0.3839094427057459
3393,0.38752083291399836
3394,0.37977291602731494
3395,0.3810018771847689
3396,0.37535014701770697
3397,0.37990737919325157
3398,0.37248622307441587
3399,0.36876597703276004
3400,0.3626446548704692
3401,0.36863824731937833
3402,0.3639169995342059
3403,0.3643317899878558
3404,0.36238494719850317
3405,0.35592121950396305
3406,0.38652518182265316
3407,0.38909532768022637
3408,0.38837900843718415
3409,0.39205121769574197
3410,0.3906348518759652
3411,0.3906616443327119
3412,0.389161271751721
3413,0.39050060599671194
3414,0.3979867204905775
3415,0.39943100424557354
3416,0.4002084185014765
3417,0.397741107937536
3418,0.3947475739207164
3419,0.4005694662453069
3420,0.3961388637214831
3421,0.39253801941240457
3422,0.3921556728963556
3423,0.39048743082390514
3424,0.39820130620394373
3425,0.3888895431899848
3426,0.390297384882885
3427,0.393089011433395
3428,0.38870905865776534
3429,0.38621158668839867
3430,0.38788599571716564
3431,0.3942584276310114
3432,0.3906458785887756
3433,0.3845251689256394
3434,0.38828280051946124
3435,0.3942445389618137
3436,0.3929259053620942
3437,0.38432294062700756
3438,0.3857940563099384
3439,0.3850288976566704
3440,0.38938063957294555
3441,0.3892113664044939
3442,0.3877520500009304
3443,0.38600370276947077
3444,0.3917333631339006
3445,0.39739308328435385
3446,0.3889875853560427
3447,0.3853626654379437
3448,0.39227207476959913
3449,0.3908339278437431
3450,0.3855527422230227
3451,0.38556996038017394
3452,0.3851523568757382
3453,0.3847776126050669
3454,0.3829367794965236
3455,0.3981661069733147
3456,0.39635496850907903
3457,0.39768063610699333
3458,0.3944616258413088
3459,0.39332074327955635
3460,0.3927544787802808
3461,0.3979164623958514
3462,0.3994051044185946
3463,0.39896719613735626
3464,0.40111215561833996
3465,0.402744457728381
3466,0.4071495690496573
3467,0.4092170670663349
3468,0.4166242966994985
3469,0.4222641301198637
3470,0.422091031365042
3471,0.42034504448447535
3472,0.4240712425603169
3473,0.4262677868245064
3474,0.42586486033812226
3475,0.4196212637060991
3476,0.41200225100929566
3477,0.413439585444815
3478,0.4166388673785395
3479,0.4199997751549396
3480,0.4146283008552168
3481,0.41895180805065835
3482,0.41671991254259233
3483,0.41834168999576
3484,0.42008852065341196
3485,0.41673085767177703
3486,0.4142738952000734
3487,0.40577418498611634
3488,0.402071287422841
3489,0.3948887123045994
3490,0.39661956850173
3491,0.3968632348277129
3492,0.4005074008523155
3493,0.40193792757590924
3494,0.3993946758392579
3495,0.40077978070402437
3496,0.39921808639647716
3497,0.4016569904986999
3498,0.4029257076057642
3499,0.3989621157134286
3500,0.3989708893046478
3501,0.39919171713391066
3502,0.3979652484567573
3503,0.4015426489566679
3504,0.4084805340106558
3505,0.4069811718954742
3506,0.4055563948952029
3507,0.39654094707885906
3508,0.39603005823022724
3509,0.39430640549903173
3510,0.39426697485848183
3511,0.39426697485848183
3512,0.39426697485848183
3513,0.39426697485848183
3514,0.39426697485848183
3515,0.39426697485848183
3516,0.39426697485848183
3517,0.39426697485848183
3518,0.39426697485848183
3519,0.39426697485848183
3520,0.39426697485848183
3521,0.39426697485848183
3522,0.39426697485848183
3523,0.39426697485848183
3524,0.39426697485848183
3525,0.39426697485848183
3526,0.39426697485848183
3527,0.39426697485848183
3528,0.39426697485848183
3529,0.39426697485848183
3530,0.39426697485848183
3531,0.39426697485848183
3532,0.39426697485848183
3533,0.39426697485848183
3534,0.39426697485848183
3535,0.39426697485848183
3536,0.39426697485848183
3537,0.39426697485848183
3538,0.39426697485848183
3539,0.39426697485848183
3540,0.39426697485848183
3541,0.39426697485848183
3542,0.39426697485848183
3543,0.39426697485848183
3544,0.39426697485848183
3545,0.39426697485848183
3546,0.39426697485848183
3547,0.39426697485848183
3548,0.39426697485848183
3549,0.39426697485848183
3550,0.39426697485848183
3551,0.39426697485848183
3552,0.39426697485848183
3553,0.39426697485848183
3554,0.39426697485848183
3555,0.39426697485848183
3556,0.39426697485848183
3557,0.39426697485848183
3558,0.39426697485848183
3559,0.39426697485848183
3560,0.39426697485848183
3561,0.39426697485848183
3562,0.39426697485848183
3563,0.39426697485848183
3564,0.39426697485848183
3565,0.39426697485848183
3566,0.39426697485848183
3567,0.39426697485848183
3568,0.39426697485848183
3569,0.39426697485848183
3570,0.39426697485848183
3571,0.39426697485848183
3572,0.39426697485848183
3573,0.39426697485848183
3574,0.39426697485848183
3575,0.39426697485848183
3576,0.39426697485848183
3577,0.39426697485848183
3578,0.39426697485848183
3579,0.39426697485848183
3580,0.39426697485848183
3581,0.39426697485848183
3582,0.39426697485848183
3583,0.39426697485848183
3584,0.39426697485848183
3585,0.39426697485848183
3586,0.39426697485848183
3587,0.39426697485848183
3588,0.39426697485848183
3589,0.39426697485848183
3590,0.39426697485848183
3591,0.39426697485848183
3592,0.39426697485848183
3593,0.39426697485848183
3594,0.39426697485848183
3595,0.39426697485848183
3596,0.39426697485848183
3597,0.39426697485848183
3598,0.39426697485848183
3599,0.39426697485848183
3600,0.39426697485848183
3601,0.39426697485848183
3602,0.39426697485848183
3603,0.39426697485848183
3604,0.39426697485848183
3605,0.39426697485848183
3606,0.39426697485848183
3607,0.39426697485848183
3608,0.39426697485848183
3609,0.39426697485848183
3610,0.39426697485848183
3611,0.39426697485848183
3612,0.39426697485848183
3613,0.39426697485848183
3614,0.39426697485848183
3615,0.39426697485848183
3616,0.39426697485848183
3617,0.39426697485848183
3618,0.39426697485848183
3619,0.39426697485848183
3620,0.39426697485848183
3621,0.39426697485848183
3622,0.39426697485848183
3623,0.39426697485848183
3624,0.39426697485848183
3625,0.39426697485848183
3626,0.39426697485848183
3627,0.39426697485848183
3628,0.39426697485848183
3629,0.39426697485848183
3630,0.39426697485848183
3631,0.39426697485848183
3632,0.39426697485848183
3633,0.39426697485848183
3634,0.39426697485848183
3635,0.39426697485848183
3636,0.39426697485848183
3637,0.39426697485848183
3638,0.39426697485848183
3639,0.39426697485848183
3640,0.39426697485848183
3641,0.39426697485848183
3642,0.39426697485848183
3643,0.39426697485848183
3644,0.39426697485848183
3645,0.3837020188970874
3646,0.3869188963654931
3647,0.3858600358744566
3648,0.3862265646317719
3649,0.38513236902863457
3650,0.37981174448681443
3651,0.37777145148154734
3652,0.3802674174187079
3653,0.38569558991987624
3654,0.3833004738367922
3655,0.3798511607447275
3656,0.38540592003111357
3657,0.38201941184483984
3658,0.39002380794521624
3659,0.39022139974505027
3660,0.38678933056838766
3661,0.39061544345006577
3662,0.3972862462149969
3663,0.39162688719071953
3664,0.3977800399305214
3665,0.39666223976206694
3666,0.4026019806097072
3667,0.4010731334730363
3668,0.3947970584635438
3669,0.39678379205797276
3670,0.4004773893789867
3671,0.40895983059551133
3672,0.416069750141948
3673,0.41897252099114746
3674,0.4179777754892501
3675,0.4158072227975313
3676,0.41458292573939654
3677,0.4111522954478637
3678,0.410025016663336
3679,0.3997234367500253
3680,0.4004390541452303
3681,0.40032320346848904
3682,0.4107279090161693
